Sample	Pipeline	Recall	Precision	F1score	Recall_avg	Precision_avg	F1_avg	Shape
SRR13076396	DRAGEN-A_DRAGEN-C	0.970315	0.644883	0.774815	0.9544423333333333	0.6764354444444445	0.7910032222222223	P
SRR13076396	DRAGEN-A_Mutect2	0.957328	0.466968	0.627737	0.9503194444444445	0.5385543333333334	0.6854186666666666	P
SRR13076396	DRAGEN-A_TNscope	0.912801	0.609665	0.731055	0.9086786666666666	0.6455964444444445	0.7539108888888888	P
SRR13076396	DRAGMAP_DeepVariant	0.218924	0.587065	0.318919	0.22510822222222224	0.5952742222222223	0.32665822222222224	P
SRR13076396	DRAGMAP_DRAGEN-C	0.970315	0.640147	0.771386	0.9548547777777778	0.6751362222222222	0.7902443333333333	P
SRR13076396	DRAGMAP_Mutect2	0.957328	0.461952	0.623188	0.9507318888888889	0.532509	0.680637	P
SRR13076396	DRAGMAP_TNscope	0.914657	0.599028	0.723935	0.911977	0.6396574444444444	0.7508196666666667	P
SRR13076396	HISAT2_Mutect2	0.892393	0.499481	0.640479	0.880437	0.6191358888888889	0.7227721111111111	P
SRR13076396	HISAT2_TNscope	0.834879	0.632022	0.719424	0.825396888888889	0.695769	0.7537045555555555	P
SRR13076397	Bowtie2_DeepVariant	0.200371	0.57754	0.297521	0.19521744444444444	0.5626706666666667	0.28981511111111113	P
SRR13076397	Bowtie2_DRAGEN-C	0.948052	0.592807	0.729479	0.9358894444444444	0.6579672222222221	0.7709862222222222	P
SRR13076397	Bowtie2_Mutect2	0.946197	0.492754	0.64803	0.9299114444444443	0.5381102222222222	0.6808946666666666	P
SRR13076397	Bowtie2_TNscope	0.894249	0.619537	0.731967	0.8847661111111113	0.6256378888888889	0.7321757777777778	P
SRR13076397	BWA_DeepVariant	0.205937	0.569231	0.302452	0.2234591111111111	0.5951074444444445	0.32489377777777784	P
SRR13076397	BWA_DRAGEN-C	0.962894	0.638376	0.767751	0.9538238888888889	0.6777013333333334	0.7916030000000001	P
SRR13076397	BWA_Mutect2	0.955473	0.462298	0.623109	0.9505257777777777	0.5344727777777778	0.6823222222222223	P
SRR13076397	BWA_TNscope	0.90538	0.613065	0.731086	0.9107400000000001	0.655481888888889	0.7612432222222223	P
SRR13076397	DRAGEN-A_DeepVariant	0.211503	0.572864	0.308943	0.2234591111111111	0.5908916666666666	0.324233	P
SRR13076397	DRAGEN-A_DRAGEN-C	0.96475	0.638821	0.768662	0.9544423333333333	0.6764354444444445	0.7910032222222223	P
SRR13076397	DRAGEN-A_Mutect2	0.957328	0.469518	0.630037	0.9503194444444445	0.5385543333333334	0.6854186666666666	P
SRR13076397	DRAGEN-A_TNscope	0.907236	0.5978	0.720707	0.9086786666666666	0.6455964444444445	0.7539108888888888	P
SRR13076397	DRAGMAP_DeepVariant	0.215213	0.577114	0.313514	0.22510822222222224	0.5952742222222223	0.32665822222222224	P
SRR13076397	DRAGMAP_DRAGEN-C	0.96475	0.638821	0.768662	0.9548547777777778	0.6751362222222222	0.7902443333333333	P
SRR13076397	DRAGMAP_Mutect2	0.957328	0.46278	0.623942	0.9507318888888889	0.532509	0.680637	P
SRR13076397	DRAGMAP_TNscope	0.909091	0.591074	0.716374	0.911977	0.6396574444444444	0.7508196666666667	P
SRR13076397	HISAT2_Mutect2	0.890538	0.508475	0.647336	0.880437	0.6191358888888889	0.7227721111111111	P
SRR13076397	HISAT2_TNscope	0.836735	0.62901	0.718153	0.825396888888889	0.695769	0.7537045555555555	P
SRR13076398	Bowtie2_DeepVariant	0.189239	0.554348	0.282158	0.19521744444444444	0.5626706666666667	0.28981511111111113	P
SRR13076398	Bowtie2_DRAGEN-C	0.957328	0.590389	0.730361	0.9358894444444444	0.6579672222222221	0.7709862222222222	P
SRR13076398	Bowtie2_Mutect2	0.953618	0.522889	0.675427	0.9299114444444443	0.5381102222222222	0.6808946666666666	P
SRR13076398	Bowtie2_TNscope	0.896104	0.613723	0.728507	0.8847661111111113	0.6256378888888889	0.7321757777777778	P
SRR13076398	BWA_DeepVariant	0.217069	0.585	0.316644	0.2234591111111111	0.5951074444444445	0.32489377777777784	P
SRR13076398	BWA_DRAGEN-C	0.961039	0.659033	0.781887	0.9538238888888889	0.6777013333333334	0.7916030000000001	P
SRR13076398	BWA_Mutect2	0.959184	0.498073	0.655675	0.9505257777777777	0.5344727777777778	0.6823222222222223	P
SRR13076398	BWA_TNscope	0.916512	0.613665	0.735119	0.9107400000000001	0.655481888888889	0.7612432222222223	P
SRR13076398	DRAGEN-A_DeepVariant	0.2282	0.591346	0.329317	0.2234591111111111	0.5908916666666666	0.324233	P
SRR13076398	DRAGEN-A_DRAGEN-C	0.961039	0.65736	0.780708	0.9544423333333333	0.6764354444444445	0.7910032222222223	P
SRR13076398	DRAGEN-A_Mutect2	0.957328	0.494727	0.652339	0.9503194444444445	0.5385543333333334	0.6854186666666666	P
SRR13076398	DRAGEN-A_TNscope	0.910946	0.600244	0.723655	0.9086786666666666	0.6455964444444445	0.7539108888888888	P
SRR13076398	DRAGMAP_DeepVariant	0.211503	0.575758	0.309362	0.22510822222222224	0.5952742222222223	0.32665822222222224	P
SRR13076398	DRAGMAP_DRAGEN-C	0.961039	0.653216	0.777778	0.9548547777777778	0.6751362222222222	0.7902443333333333	P
SRR13076398	DRAGMAP_Mutect2	0.959184	0.490978	0.649497	0.9507318888888889	0.532509	0.680637	P
SRR13076398	DRAGMAP_TNscope	0.914657	0.594692	0.72076	0.911977	0.6396574444444444	0.7508196666666667	P
SRR13076398	HISAT2_Mutect2	0.884972	0.524176	0.658385	0.880437	0.6191358888888889	0.7227721111111111	P
SRR13076398	HISAT2_TNscope	0.83859	0.637518	0.724359	0.825396888888889	0.695769	0.7537045555555555	P
